StringData;Label;last_char_vow;first_char_vow;only_digits;only_alphas;startwith_spec;endwith_spec;str_len;unq_char;spec_char_length;spaces_length;num_length;alphaLength;vowelLength;ConsonantLength;plusLength;minusLength;_Length;atLength;dotLength;FsllashLength;ColonLength;hashLength;SbracLength;commaLength;xLength
leanora;Name;1;0;0;1;0;0;7;6;0;0;0;7;4;3;0;0;0;0;0;0;0;0;0;0;0
cleveland;Name;0;0;0;1;0;0;9;7;0;0;0;9;3;6;0;0;0;0;0;0;0;0;0;0;0
macy;Name;0;0;0;1;0;0;4;4;0;0;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0
fern;Name;0;0;0;1;0;0;4;4;0;0;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0
omar;Name;0;1;0;1;0;0;4;4;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0
katrina;Name;1;0;0;1;0;0;7;6;0;0;0;7;3;4;0;0;0;0;0;0;0;0;0;0;0
phillis;Name;0;0;0;1;0;0;7;5;0;0;0;7;2;5;0;0;0;0;0;0;0;0;0;0;0
deane;Name;1;0;0;1;0;0;5;4;0;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0
marisela;Name;1;0;0;1;0;0;8;7;0;0;0;8;4;4;0;0;0;0;0;0;0;0;0;0;0
desmond;Name;0;0;0;1;0;0;7;6;0;0;0;7;2;5;0;0;0;0;0;0;0;0;0;0;0
vicente;Name;1;0;0;1;0;0;7;6;0;0;0;7;3;4;0;0;0;0;0;0;0;0;0;0;0
shona;Name;1;0;0;1;0;0;5;5;0;0;0;5;2;3;0;0;0;0;0;0;0;0;0;0;0
tereasa;Name;1;0;0;1;0;0;7;5;0;0;0;7;4;3;0;0;0;0;0;0;0;0;0;0;0
kristi;Name;1;0;0;1;0;0;6;5;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0
belia;Name;1;0;0;1;0;0;5;5;0;0;0;5;3;2;0;0;0;0;0;0;0;0;0;0;0
albert;Name;0;1;0;1;0;0;6;6;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0
shanita;Name;1;0;0;1;0;0;7;6;0;0;0;7;3;4;0;0;0;0;0;0;0;0;0;0;0
carmen;Name;0;0;0;1;0;0;6;6;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0
son;Name;0;0;0;1;0;0;3;3;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0
cedric;Name;0;0;0;1;0;0;6;5;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0
al;Name;0;1;0;1;0;0;2;2;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0
myung;Name;0;0;0;1;0;0;5;5;0;0;0;5;1;4;0;0;0;0;0;0;0;0;0;0;0
tyler;Name;0;0;0;1;0;0;5;5;0;0;0;5;1;4;0;0;0;0;0;0;0;0;0;0;0
caleb;Name;0;0;0;1;0;0;5;5;0;0;0;5;2;3;0;0;0;0;0;0;0;0;0;0;0
cherri;Name;1;0;0;1;0;0;6;5;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0
999-60-7250;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-25-1103;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-31-1262;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-32-6726;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-92-1525;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-13-7228;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-5217;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-95-9918;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-23-2870;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-48-6738;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-21-4962;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-76-2157;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-38-5733;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-90-3103;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-8085;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-45-7711;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-24-1616;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-45-9346;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-52-9082;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-47-3435;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-88-2503;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-73-9106;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-49-9249;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-30-3958;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-1080;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-26-5067;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-39-8352;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-96-2944;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-8593;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-5314;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-1009;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-25-3079;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-3649;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-7660;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-61-1309;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-84-2596;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-88-6198;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-16-8479;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-5372;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-34-8549;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-4980;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-3458;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-7003;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-60-8624;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-70-8486;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-92-1074;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-8222;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-18-9078;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-8930;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-73-2539;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-2838;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-1550;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-77-2774;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-21-9935;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-52-5234;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-55-1956;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-42-2844;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-43-9933;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-91-5077;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-1222;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-44-6656;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-70-3855;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-16-6274;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-15-6674;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-77-7281;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-98-2128;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-4079;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-84-8032;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-78-1500;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-4301;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-55-3265;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-9321;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-78-4769;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-88-4295;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-7739;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-78-6428;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-87-7172;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-1438;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-43-4124;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-48-3710;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-89-6505;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-90-8612;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-25-3095;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-90-8444;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-29-1280;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-53-2663;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-47-5449;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-54-1727;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-7183;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-53-2460;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-18-2733;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-80-5325;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-93-7276;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-14-8127;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-88-2374;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-92-1695;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-92-4031;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-22-9957;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-53-4230;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-2502;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-95-3818;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-53-1329;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-5906;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-17-3391;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-8744;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-93-6752;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-73-8964;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-2572;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-80-6723;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-9962;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-1492;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-50-7411;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-43-4054;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-52-6547;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-50-6409;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-48-2136;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-22-2805;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-38-6195;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-36-1784;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-21-4726;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-44-2180;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-5976;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-26-6978;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-30-9902;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-3183;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-86-3119;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-91-4855;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-15-9885;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-5682;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-7708;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-76-9075;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-62-1664;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-27-4849;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-3855;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-66-8632;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-63-5011;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-5828;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-13-9378;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-89-1144;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-76-4963;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-2690;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-64-9004;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-25-5436;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-9314;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-31-2462;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-91-8986;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-11-9432;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-55-7724;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-21-7314;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-41-1929;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-70-9634;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-51-1570;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-5166;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-33-4363;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-87-8758;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-10-3260;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-2111;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-55-9563;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-8123;ssn;0;0;0;0;0;0;11;8;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-30-1705;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-81-9766;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-96-3435;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-28-6620;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-96-6693;ssn;0;0;0;0;0;0;11;4;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-24-6012;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-1876;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-39-9676;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-36-7534;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-86-5904;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-43-9107;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-57-8547;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-18-8230;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-85-3559;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-98-4257;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-67-5386;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-41-4067;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-67-6884;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-82-7817;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-71-4590;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-19-1645;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-45-5924;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-14-1316;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-41-9610;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-25-2478;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-40-9263;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-60-4810;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-58-9224;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-46-4290;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-18-4974;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-41-9246;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-80-9608;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-41-3106;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-47-3637;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-80-1397;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-79-8310;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-77-7552;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-95-9868;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-20-8207;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-74-2822;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-40-3520;ssn;0;0;0;0;0;0;11;7;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-99-5288;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-59-5435;ssn;0;0;0;0;0;0;11;5;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
999-24-2271;ssn;0;0;0;0;0;0;11;6;2;0;9;0;0;0;0;2;0;0;0;0;0;0;0;0;0
